gene bact1 bact2 bact3 body1 body2 body3
ScZCZ4B_2870.g9436 42 30 28 39 54 45
ScZCZ4B_2870.g9437 0 0 0 0 0 0
ScZCZ4B_2870.g9438 9 10 14 17 20 35
ScZCZ4B_2870.g9439 17 10 13 85 92 76
ScZCZ4B_2870.g9440 111 63 120 20 18 27
ScZCZ4B_2870.g9441 18 20 22 2 1 5
ScZCZ4B_2870.g9442 0 0 1 0 0 0
ScZCZ4B_2870.g9443 12 9 15 15 14 40
ScZCZ4B_2870.g9444 0 1 0 2 1 1
ScZCZ4B_2870.g9445 0 0 1 0 0 1
ScZCZ4B_2870.g9446 31 27 52 93 123 75
ScZCZ4B_2870.g9447 19 19 19 107 93 102
ScZCZ4B_2870.g9448 6 3 11 12 18 13
ScZCZ4B_2870.g9449 0 0 0 8 2 2
ScZCZ4B_2870.g9450 0 0 0 9 2 16
ScZCZ4B_2870.g9451 42 51 60 105 121 119
ScZCZ4B_2870.g9452 3 12 5 4 9 3
ScZCZ4B_2870.g9453 87 61 99 210 164 253
ScZCZ4B_2870.g9454 13 2 2 19 20 15
ScZCZ4B_2870.g9455 5 1 6 13 10 16
ScZCZ4B_2870.g9456 1 0 0 2 3 1
ScZCZ4B_2870.g9457 1 2 6 4 3 2
ScZCZ4B_2870.g9458 59 50 71 66 84 66
ScZCZ4B_2870.g9459 50 44 59 52 90 44
ScZCZ4B_2870.g9460 203 184 286 22 47 46
ScZCZ4B_2870.g9461 108 110 132 89 98 115
ScZCZ4B_2870.g9462 0 0 0 14 8 15
ScZCZ4B_2870.g9463 806 806 1175 1415 1277 1257
ScZCZ4B_2870.g9464 54 66 69 63 70 70
ScZCZ4B_2870.g9465 0 0 0 5 5 8
ScZCZ4B_2870.g9466 0 0 0 0 0 0
ScZCZ4B_2870.g9467 12 6 30 31 38 25
ScZCZ4B_2870.g9468 42 22 62 39 38 46
ScZCZ4B_2870.g9469 2 1 2 2 6 5
ScZCZ4B_2870.g9470 33 42 47 88 68 73
ScZCZ4B_2870.g9471 1 0 1 0 2 0
ScZCZ4B_2870.g9472 27 27 29 58 53 68
ScZCZ4B_2870.g9473 11 4 19 102 67 109
ScZCZ4B_2870.g9474 1 0 0 5 4 2
ScZCZ4B_2870.g9475 49 67 65 193 219 211
ScZCZ4B_2870.g9476 0 0 0 0 0 0
ScZCZ4B_2870.g9477 0 0 0 0 0 0
ScZCZ4B_2870.g9478 4 6 3 69 48 42
ScZCZ4B_2870.g9479 62 71 98 146 196 137
ScZCZ4B_2870.g9480 6 56 7 15 14 12
ScZCZ4B_2870.g9481 10 3 8 6 5 7
ScZCZ4B_2870.g9482 0 0 0 1 1 0
ScZCZ4B_2870.g9483 0 0 0 0 0 0
ScZCZ4B_2870.g9484 0 0 0 0 0 0
ScZCZ4B_2870.g9485 0 0 0 0 0 0
ScZCZ4B_2870.g9486 0 0 4 3 4 2
ScZCZ4B_2870.g9487 0 0 0 0 0 1
ScZCZ4B_2870.g9488 0 0 0 0 0 0
ScZCZ4B_2870.g9489 0 0 0 2 10 6
ScZCZ4B_2870.g9490 94 63 145 180 137 192
ScZCZ4B_2870.g9491 12 15 86 70 48 59
ScZCZ4B_2870.g9492 0 0 0 0 2 0
ScZCZ4B_2870.g9493 0 0 0 1 1 0
ScZCZ4B_2870.g9494 0 0 0 0 0 0
ScZCZ4B_2870.g9495 7 2 0 5 2 4
ScZCZ4B_2870.g9496 0 0 1 1 4 2
ScZCZ4B_2870.g9497 113 39 87 636 482 420
ScZCZ4B_2870.g9498 4 3 7 343 331 289
ScZCZ4B_2870.g9499 16 9 9 44 51 43
ScZCZ4B_2870.g9500 7 4 2 221 699 673
ScZCZ4B_2870.g9501 0 0 0 0 0 0
ScZCZ4B_2870.g9502 0 0 0 2 1 0
ScZCZ4B_2870.g9503 34 48 51 165 220 195
ScZCZ4B_2870.g9504 0 0 0 0 1 0
ScZCZ4B_2870.g9505 58 23 54 720 538 571
ScZCZ4B_2870.g9506 11 8 10 120 69 119
ScZCZ4B_2870.g9507 0 0 2 10 21 23
ScZCZ4B_2870.g9508 0 0 0 3 2 1
ScZCZ4B_2870.g9509 0 0 3 1 4 2
ScZCZ4B_2870.g9510 10 12 16 20 31 28
ScZCZ4B_2870.g9511 0 0 0 0 0 0
ScZCZ4B_2870.g9512 0 0 0 0 0 0
ScZCZ4B_2870.g9513 2 5 18 51 304 253
ScZCZ4B_2870.g9514 0 0 0 11 148 107
ScZCZ4B_2870.g9515 0 0 0 43 28 30
ScZCZ4B_2870.g9516 0 0 0 7 1 0
ScZCZ4B_2870.g9517 39 29 32 47 31 41
ScZCZ4B_2870.g9518 0 2 1 9 134 69
ScZCZ4B_2870.g9519 0 0 0 10 3 11
ScZCZ4B_2870.g9520 0 0 0 6 3 1
ScZCZ4B_2870.g9521 1 1 2 4 5 7
ScZCZ4B_2870.g9522 0 0 0 0 0 0
ScZCZ4B_2870.g9523 0 5 2 23 14 31
ScZCZ4B_2870.g9524 3 2 5 2 2 8
ScZCZ4B_2870.g9525 0 0 0 0 1 1
ScZCZ4B_2870.g9526 0 0 0 9 1 1
ScZCZ4B_2870.g9527 7 17 11 4 7 3
ScZCZ4B_2870.g9528 1148 985 1241 20 9 8
ScZCZ4B_2870.g9529 7 5 2 13 7 9
ScZCZ4B_2870.g9530 3 0 0 14 24 16
ScZCZ4B_2870.g9531 7 5 0 39 49 51
ScZCZ4B_2870.g9532 90 109 134 18 21 43
ScZCZ4B_2870.g9533 0 0 0 0 0 0
ScZCZ4B_2870.g9534 1 1 1 25 34 31
ScZCZ4B_2870.g9535 0 0 0 0 0 0
ScZCZ4B_2870.g9536 0 0 1 0 0 0
ScZCZ4B_2870.g9537 0 0 0 1 0 0
ScZCZ4B_2870.g9538 0 0 0 3 0 0
ScZCZ4B_2870.g9539 1 0 0 0 10 0
ScZCZ4B_2870.g9540 86 69 110 150 170 172
ScZCZ4B_2870.g9541 0 2 5 5 4 4
ScZCZ4B_2870.g9542 10 4 1 767 1615 1010
ScZCZ4B_2870.g9543 20 14 20 67 58 74
ScZCZ4B_2870.g9544 0 0 0 0 0 0
ScZCZ4B_2870.g9545 1 0 2 26 52 37
ScZCZ4B_2870.g9546 0 0 0 0 2 0
ScZCZ4B_2870.g9547 49 39 15 63 44 30
ScZCZ4B_2870.g9548 0 0 0 21 91 46
ScZCZ4B_2870.g9549 1 0 0 68 255 168
ScZCZ4B_2870.g9550 265 300 337 351 291 376
ScZCZ4B_2870.g9551 4 7 3 2 2 4
ScZCZ4B_2870.g9552 0 0 0 2 0 1
ScZCZ4B_2870.g9553 0 0 0 6 4 3
ScZCZ4B_2870.g9554 9 11 18 80 59 89
ScZCZ4B_2870.g9555 0 1 1 38 51 29
ScZCZ4B_2870.g9556 74 48 103 122 160 185
ScZCZ4B_2870.g9557 100 86 109 64 78 70
ScZCZ4B_2870.g9558 2 0 0 0 0 0
ScZCZ4B_2870.g9559 1 1 3 3 0 3
ScZCZ4B_2870.g9560 0 0 0 1 1 0
ScZCZ4B_2870.g9561 0 0 0 0 0 2
ScZCZ4B_2870.g9562 3 1 2 34 38 37
ScZCZ4B_2870.g9563 58 38 53 280 224 219
ScZCZ4B_2870.g9564 17 21 32 19 19 25
ScZCZ4B_2870.g9565 185 156 241 65 62 53
ScZCZ4B_2870.g9566 68 45 59 174 174 187
ScZCZ4B_2870.g9567 135 120 133 95 120 91
ScZCZ4B_2870.g9568 2 6 12 6 4 6
ScZCZ4B_2870.g9569 1 3 0 14 420 230
ScZCZ4B_2870.g9570 13 9 15 61 281 170
ScZCZ4B_2870.g9571 0 0 0 0 1 0
ScZCZ4B_2870.g9572 0 0 0 0 2 1
ScZCZ4B_2870.g9573 163 182 224 93 117 114
ScZCZ4B_2870.g9574 69 71 88 338 344 267
ScZCZ4B_2870.g9575 0 2 0 3 3 4
ScZCZ4B_2870.g9576 1 1 1 139 20 43
ScZCZ4B_2870.g9577 42 45 48 71 87 63
ScZCZ4B_2870.g9578 19 3 23 189 186 215
ScZCZ4B_2870.g9579 2 1 4 209 266 263
ScZCZ4B_2870.g9580 4 3 4 26 20 26
ScZCZ4B_2870.g9581 33 32 46 95 102 112
ScZCZ4B_2870.g9582 47 40 72 45 51 33
ScZCZ4B_2870.g9583 3 5 2 375 517 510
ScZCZ4B_2870.g9584 1 0 3 28 18 23
ScZCZ4B_2870.g9585 0 0 0 0 1 0
ScZCZ4B_2870.g9586 5 6 16 130 148 143
ScZCZ4B_2870.g9587 1 4 2 33 53 40
ScZCZ4B_2870.g9588 5 2 3 100 109 118
ScZCZ4B_2870.g9589 104 148 183 264 262 288
ScZCZ4B_2870.g9590 24 34 43 112 130 150
ScZCZ4B_2870.g9591 2 17 15 17 21 20
ScZCZ4B_2870.g9592 228 193 258 344 390 382
ScZCZ4B_2870.g9593 0 0 0 0 0 0
ScZCZ4B_2870.g9594 0 0 1 20 8 6
ScZCZ4B_2870.g9595 68 33 44 172 192 155
ScZCZ4B_2870.g9596 426 348 485 14 9 9
ScZCZ4B_2870.g9597 1036 875 1207 23 15 12
ScZCZ4B_2870.g9598 144 151 195 300 313 316
ScZCZ4B_2870.g9599 4 6 5 71 62 60
ScZCZ4B_2870.g9600 8 7 9 42 38 32
ScZCZ4B_2870.g9601 6 5 8 64 79 64
ScZCZ4B_2870.g9602 97 88 145 153 131 123
ScZCZ4B_2870.g9603 0 0 1 3 0 2
ScZCZ4B_2870.g9604 0 0 0 0 0 0
ScZCZ4B_2870.g9605 0 1 0 0 0 0
ScZCZ4B_2870.g9606 1 0 1 11 9 4
ScZCZ4B_2870.g9607 0 3 4 16 221 215
ScZCZ4B_2870.g9608 0 1 0 28 22 25
ScZCZ4B_2870.g9609 49 65 87 70 100 74
ScZCZ4B_2870.g9610 3 2 1 7 15 4
ScZCZ4B_2870.g9611 2 3 5 2184 922 458
ScZCZ4B_2870.g9612 3 3 3 9 21 10
ScZCZ4B_2870.g9613 145 84 143 1 2 0
ScZCZ4B_2870.g9614 3 1 0 549 327 184
ScZCZ4B_2870.g9615 1 1 0 154 71 55
ScZCZ4B_2870.g9616 3 0 0 58 127 89
ScZCZ4B_2870.g9617 13 9 14 46 41 33
ScZCZ4B_2870.g9618 29 31 49 95 90 103
ScZCZ4B_2870.g9619 3 0 6 0 4 9
ScZCZ4B_2870.g9620 9 12 12 15 26 15
ScZCZ4B_2870.g9621 2 0 0 14 56 28
ScZCZ4B_2870.g9622 0 0 0 0 0 0
ScZCZ4B_2870.g9623 2 3 3 4 6 2
ScZCZ4B_2870.g9624 7 2 3 69 28 40
ScZCZ4B_2870.g9625 0 0 0 0 0 0
ScZCZ4B_2870.g9626 0 0 0 0 0 0
ScZCZ4B_2870.g9627 0 0 0 0 0 0
ScZCZ4B_2870.g9628 0 0 0 0 0 0
ScZCZ4B_2870.g9629 0 0 0 1 0 0
ScZCZ4B_2870.g9630 0 0 0 0 0 0
ScZCZ4B_2870.g9631 0 0 0 0 0 0
ScZCZ4B_2870.g9632 0 0 0 9 6 2
ScZCZ4B_2870.g9633 0 0 0 4 7 3
ScZCZ4B_2870.g9634 0 0 0 0 2 2
ScZCZ4B_2870.g9635 0 0 1 8 9 5
ScZCZ4B_2870.g9636 9 1 2 46 35 55
ScZCZ4B_2870.g9637 1 1 1 3 0 1
ScZCZ4B_2870.g9638 2 0 1 0 4 0
ScZCZ4B_2870.g9639 0 0 0 0 0 0
ScZCZ4B_2870.g9640 4 1 1 192 156 115
ScZCZ4B_2870.g9641 1 0 7 31 30 38
ScZCZ4B_2870.g9642 0 0 0 0 0 0
ScZCZ4B_2870.g9643 0 0 0 14 5 5
ScZCZ4B_2870.g9644 0 0 0 1 0 1
ScZCZ4B_2870.g9645 0 0 0 1 0 3
ScZCZ4B_2870.g9646 14 9 4 44 20 26
ScZCZ4B_2870.g9647 3 3 7 12 18 11
ScZCZ4B_2870.g9648 43 39 38 108 120 99
ScZCZ4B_2870.g9649 0 0 1 1 0 2
ScZCZ4B_2870.g9650 3 4 4 3 4 2
ScZCZ4B_2870.g9651 0 0 0 1 0 0
ScZCZ4B_2870.g9652 21 5 40 22 16 25
ScZCZ4B_2870.g9653 2 0 1 7 6 7
ScZCZ4B_2870.g9654 0 0 0 1 0 0
ScZCZ4B_2870.g9655 1 5 2 55 48 59
ScZCZ4B_2870.g9656 1 4 0 17 8 12
ScZCZ4B_2870.g9657 3 5 4 70 49 68
ScZCZ4B_2870.g9658 0 0 0 0 0 0
ScZCZ4B_2870.g9659 0 0 0 1 0 0
ScZCZ4B_2870.g9660 0 0 0 1 1 0
ScZCZ4B_2870.g9661 0 0 0 0 0 0
ScZCZ4B_2870.g9662 2 3 0 5 5 5
ScZCZ4B_2870.g9663 0 2 25 2 13 8
ScZCZ4B_2870.g9664 15 4 14 33 17 15
ScZCZ4B_2870.g9665 2 5 3 8 16 10
ScZCZ4B_2870.g9666 1 1 1 30 18 23
ScZCZ4B_2870.g9667 3 3 4 8 4 11
ScZCZ4B_2870.g9668 197 208 275 327 246 271
ScZCZ4B_2870.g9669 7148 7980 9608 78 56 82
ScZCZ4B_2870.g9670 2333 2802 3059 27 8 23
ScZCZ4B_2870.g9671 711 819 948 9 13 16
ScZCZ4B_2870.g9672 5 7 4 20 28 30
ScZCZ4B_2870.g9673 110 117 130 187 242 188
ScZCZ4B_2870.g9674 584 572 701 478 536 527
ScZCZ4B_2870.g9675 179 161 190 329 352 317
ScZCZ4B_2870.g9676 7 5 16 43 34 49
ScZCZ4B_2870.g9677 10 13 15 32 40 58
ScZCZ4B_2870.g9678 18 20 29 39 45 40
ScZCZ4B_2870.g9679 0 0 0 16 16 26
ScZCZ4B_2870.g9680 0 0 0 3 1 6
ScZCZ4B_2870.g9681 0 0 0 0 0 0
ScZCZ4B_2870.g9682 0 1 1 0 2 0
ScZCZ4B_2870.g9683 0 0 0 0 0 0
ScZCZ4B_2870.g9684 2 1 3 1 2 1
ScZCZ4B_2870.g9685 1 0 3 0 4 3
ScZCZ4B_2870.g9686 25 24 26 21 11 14
ScZCZ4B_2870.g9687 0 0 0 0 0 0
ScZCZ4B_2870.g9688 0 0 0 3 2 0
ScZCZ4B_2870.g9689 13 6 10 5 8 20
ScZCZ4B_2870.g9690 7 7 10 86 203 159
ScZCZ4B_2870.g9691 0 0 0 13 8 5
ScZCZ4B_2870.g9692 1 1 0 18 241 264
ScZCZ4B_2870.g9693 33 24 31 18 29 12
ScZCZ4B_2870.g9694 1 1 1 40 47 52
ScZCZ4B_2870.g9695 0 0 0 0 0 0
ScZCZ4B_2870.g9696 0 0 0 0 1 4
ScZCZ4B_2870.g9697 0 0 0 1 3 1
ScZCZ4B_2870.g9698 0 0 0 0 1 0
ScZCZ4B_2870.g9699 2 0 0 1 4 0
ScZCZ4B_2870.g9700 2 5 1 3 5 0
ScZCZ4B_2870.g9701 178 169 213 0 0 0
ScZCZ4B_2870.g9702 2 1 0 17 15 20
ScZCZ4B_2870.g9703 1 0 1 11 17 15
ScZCZ4B_2870.g9704 24 10 32 343 208 315
ScZCZ4B_2870.g9705 0 0 0 0 0 0
ScZCZ4B_2870.g9706 0 0 0 10 4 8
ScZCZ4B_2870.g9707 0 0 1 2 4 1
ScZCZ4B_2870.g9708 2 1 4 83 59 52
ScZCZ4B_2870.g9709 0 0 0 5 6 4
ScZCZ4B_2870.g9710 0 0 0 0 0 1
ScZCZ4B_2870.g9711 0 0 0 2 0 1
ScZCZ4B_2870.g9712 0 0 0 6 1 9
ScZCZ4B_2870.g9713 0 2 3 12 10 8
ScZCZ4B_2870.g9714 0 0 0 0 0 0
ScZCZ4B_2870.g9715 0 0 0 1 1 0
ScZCZ4B_2870.g9716 0 0 0 7 13 9
ScZCZ4B_2870.g9717 0 0 0 0 0 0
ScZCZ4B_2870.g9718 0 0 1 2 0 0
ScZCZ4B_2870.g9719 2 2 2 14 12 10
ScZCZ4B_2870.g9720 0 4 3 131 90 104
ScZCZ4B_2870.g9721 25 21 21 618 462 458
ScZCZ4B_2870.g9722 0 0 0 0 0 0
ScZCZ4B_2870.g9723 0 0 0 2 0 0
ScZCZ4B_2870.g9724 0 0 0 4 3 2
ScZCZ4B_2870.g9725 0 0 0 0 0 0
ScZCZ4B_2870.g9726 2 1 0 10 8 18
ScZCZ4B_2870.g9727 265 164 290 385 300 363
ScZCZ4B_2870.g9728 34 34 63 99 116 114
ScZCZ4B_2870.g9729 44 64 66 132 91 142
ScZCZ4B_2870.g9730 221 32 35 10307 2774 3334
ScZCZ4B_2870.g9731 25 37 51 0 0 2
ScZCZ4B_2870.g9732 138 148 173 259 312 337
ScZCZ4B_2870.g9733 51 51 74 54 57 42
ScZCZ4B_2870.g9734 31 16 18 100 60 75
ScZCZ4B_2870.g9735 0 0 0 4 2 6
ScZCZ4B_2870.g9736 0 1 1 6 5 5
ScZCZ4B_2870.g9737 30 12 10 530 279 256
ScZCZ4B_2870.g9738 2 1 1 0 3 1
ScZCZ4B_2870.g9739 0 1 0 15 6 16
ScZCZ4B_2870.g9740 3 4 18 20 24 8
ScZCZ4B_2870.g9741 17 12 12 6 4 8
ScZCZ4B_2870.g9742 4 2 13 34 39 36
ScZCZ4B_2870.g9743 0 0 0 1 1 0
ScZCZ4B_2870.g9744 0 0 0 1 0 1
ScZCZ4B_2870.g9745 10 6 5 5 4 4
ScZCZ4B_2870.g9746 10 6 9 15 18 32
ScZCZ4B_2870.g9747 0 0 0 0 0 1
ScZCZ4B_2870.g9748 0 0 0 7 4 3
ScZCZ4B_2870.g9749 0 0 0 5 3 2
ScZCZ4B_2870.g9750 2 0 0 39 18 12
ScZCZ4B_2870.g9751 0 0 0 0 0 1
ScZCZ4B_2870.g9752 1 0 1 3 0 1
ScZCZ4B_2870.g9753 0 0 0 0 0 0
ScZCZ4B_2870.g9754 0 0 0 0 0 0
ScZCZ4B_2870.g9755 1 0 0 3 10 9
ScZCZ4B_2870.g9756 180 57 96 442 202 261
ScZCZ4B_2870.g9757 34 53 34 80 73 70
ScZCZ4B_2870.g9758 25 33 30 60 58 83
ScZCZ4B_2870.g9759 1 1 2 3 20 9
ScZCZ4B_2870.g9760 447 414 481 242 187 233
ScZCZ4B_2870.g9761 85 116 112 11 25 17
ScZCZ4B_2870.g9762 2190 2313 3149 136 151 167
ScZCZ4B_2870.g9763 74 65 79 157 133 146
ScZCZ4B_2870.g9764 98 96 102 108 120 129
ScZCZ4B_2870.g9765 306 245 364 118 115 105
ScZCZ4B_2870.g9766 21 20 23 20 24 17
ScZCZ4B_2870.g9767 562 298 683 11 2 12
ScZCZ4B_2870.g9768 12 17 15 843 1213 765
ScZCZ4B_2870.g9769 0 0 0 0 0 0
ScZCZ4B_2870.g9770 15 17 16 30 42 39
ScZCZ4B_2870.g9771 27 29 47 242 627 555
ScZCZ4B_2870.g9772 16 29 32 716 790 732
ScZCZ4B_2870.g9773 10 2 4 7 9 13
ScZCZ4B_2870.g9774 2 3 2 5 2 4
ScZCZ4B_2870.g9775 1 3 12 1 3 5
ScZCZ4B_2870.g9776 2 1 0 5 2 16
ScZCZ4B_2870.g9777 23 23 22 58 63 65
ScZCZ4B_2870.g9778 31 30 34 49 49 52
ScZCZ4B_2870.g9779 0 0 0 0 0 0
ScZCZ4B_2870.g9780 57 59 57 107 91 95
ScZCZ4B_2870.g9781 0 0 0 0 0 0
ScZCZ4B_2870.g9782 60 51 59 100 121 113
ScZCZ4B_2870.g9783 45 21 57 55 34 65
ScZCZ4B_2870.g9784 1 0 1 4 3 7
ScZCZ4B_2870.g9785 9 1 4 7 13 5
ScZCZ4B_2870.g9786 10 18 23 24 6 19
ScZCZ4B_2870.g9787 0 0 0 0 0 0
ScZCZ4B_2870.g9788 129 84 118 299 301 320
ScZCZ4B_2870.g9789 234 191 304 277 303 266
ScZCZ4B_2870.g9790 0 0 0 0 1 0
ScZCZ4B_2870.g9791 14 0 2 2 1 15
ScZCZ4B_2870.g9792 2 1 2 35 27 28
ScZCZ4B_2870.g9793 302 215 281 429 319 369
ScZCZ4B_2870.g9794 59 92 109 118 120 113
ScZCZ4B_2870.g9795 153 162 228 401 418 486
ScZCZ4B_2870.g9796 4 3 0 808 384 415
ScZCZ4B_2870.g9797 0 0 2 3 58 59
ScZCZ4B_2870.g9798 17 15 10 685 508 491
ScZCZ4B_2870.g9799 298 279 382 331 217 281
ScZCZ4B_2870.g9800 0 0 0 0 0 0
ScZCZ4B_2870.g9801 4 3 3 6 13 4
ScZCZ4B_2870.g9802 0 0 0 0 0 1
ScZCZ4B_2870.g9803 0 0 1 4 3 5
ScZCZ4B_2870.g9804 0 0 0 1 0 0
ScZCZ4B_2870.g9805 106 91 95 221 199 169
ScZCZ4B_2870.g9806 4 3 2 0 4 1
ScZCZ4B_2870.g9807 0 0 1 0 1 1
ScZCZ4B_2870.g9808 0 0 0 3 1 0
ScZCZ4B_2870.g9809 0 0 2 0 0 0
ScZCZ4B_2870.g9810 194 165 220 297 352 372
ScZCZ4B_2870.g9811 33 28 42 82 71 62
ScZCZ4B_2870.g9812 3 1 2 0 1 3
ScZCZ4B_2870.g9813 72 77 122 164 166 159
ScZCZ4B_2870.g9814 11 8 10 26 25 26
ScZCZ4B_2870.g9815 8 3 9 11 16 21
ScZCZ4B_2870.g9816 95 90 132 155 138 128
ScZCZ4B_2870.g9817 231 181 263 286 327 307
ScZCZ4B_2870.g9818 98 66 80 83 85 68
ScZCZ4B_2870.g9819 34 27 38 34 49 18
ScZCZ4B_2870.g9820 10 52 43 15 92 84
ScZCZ4B_2870.g9821 0 0 2 0 1 3
ScZCZ4B_2870.g9822 0 0 1 2 1 0
ScZCZ4B_2870.g9823 0 0 0 0 0 0
ScZCZ4B_2870.g9824 0 0 0 1 0 0
ScZCZ4B_2870.g9825 0 0 0 0 0 0
ScZCZ4B_2870.g9826 0 0 0 0 0 1
ScZCZ4B_2870.g9827 2 1 5 8 13 15
ScZCZ4B_2870.g9828 0 0 0 3 2 6
ScZCZ4B_2870.g9829 0 0 0 21 26 25
ScZCZ4B_2870.g9830 2 0 0 8 9 7
ScZCZ4B_2870.g9831 1 1 0 1 2 1
ScZCZ4B_2870.g9832 0 0 0 841 312 78
ScZCZ4B_2870.g9833 1 3 0 1334 1100 220
ScZCZ4B_2870.g9834 0 0 0 0 0 0
ScZCZ4B_2870.g9835 0 0 0 0 0 0
ScZCZ4B_2870.g9836 0 0 0 0 0 0
ScZCZ4B_2870.g9837 1 0 1 2 2 2
ScZCZ4B_2870.g9838 0 0 0 0 1 0
ScZCZ4B_2870.g9839 1 1 1 2 2 0
ScZCZ4B_2870.g9840 0 0 0 1 1 6
ScZCZ4B_2870.g9841 1 0 2 0 2 1
ScZCZ4B_2870.g9842 0 0 0 0 0 1
ScZCZ4B_2870.g9843 2 1 3 48 183 244
ScZCZ4B_2870.g9844 1 3 6 114 95 116
ScZCZ4B_2870.g9845 0 0 0 0 0 1
ScZCZ4B_2870.g9846 0 0 0 0 0 0
ScZCZ4B_2870.g9847 193 44 76 5676 6685 8680
ScZCZ4B_2870.g9848 0 0 0 2 0 0
ScZCZ4B_2870.g9849 0 0 0 0 0 0
ScZCZ4B_2870.g9850 0 0 2 0 1 3
ScZCZ4B_2870.g9851 0 0 0 2 6 3
ScZCZ4B_2870.g9852 1 1 2 3 4 1
ScZCZ4B_2870.g9853 0 0 0 2 0 1
ScZCZ4B_2870.g9854 0 0 0 16 11 8
ScZCZ4B_2870.g9855 15 23 26 20 29 36
ScZCZ4B_2870.g9856 1 0 1 2 1 2
ScZCZ4B_2870.g9857 49 52 63 154 229 184
ScZCZ4B_2870.g9858 58 57 73 283 407 274
ScZCZ4B_2870.g9859 0 0 0 0 0 0
ScZCZ4B_2870.g9860 12 7 7 9 11 15
ScZCZ4B_2870.g9861 20 10 20 13 15 30
ScZCZ4B_2870.g9862 50 56 74 103 148 108
ScZCZ4B_2870.g9863 0 1 1 0 0 0
ScZCZ4B_2870.g9864 0 4 4 36 123 133
ScZCZ4B_2870.g9865 0 0 1 56 44 66
ScZCZ4B_2870.g9866 0 0 0 1 1 1
ScZCZ4B_2870.g9867 0 0 0 0 0 0
ScZCZ4B_2870.g9868 12 28 22 33 44 37
ScZCZ4B_2870.g9869 934 950 1660 472 430 444
ScZCZ4B_2870.g9870 5 46 2 377 234 182
ScZCZ4B_2870.g9871 164 141 208 131 143 140
ScZCZ4B_2870.g9872 0 0 0 0 0 0
ScZCZ4B_2870.g9873 223 124 331 155 140 176
ScZCZ4B_2870.g9874 1 0 0 0 0 0
ScZCZ4B_2870.g9875 1 0 0 0 0 0
ScZCZ4B_2870.g9876 0 0 0 0 3 0
ScZCZ4B_2870.g9877 11 10 21 8 14 11
ScZCZ4B_2870.g9878 1 0 1 37 42 38
ScZCZ4B_2870.g9879 0 0 0 1 0 1
ScZCZ4B_2870.g9880 0 0 0 0 0 0
ScZCZ4B_2870.g9881 0 0 0 0 0 0
ScZCZ4B_2870.g9882 1 0 0 0 0 0
ScZCZ4B_2870.g9883 1 0 0 1 0 0
ScZCZ4B_2870.g9884 0 0 0 88 199 104
ScZCZ4B_2870.g9885 5 0 3 86 119 123
ScZCZ4B_2870.g9886 3 5 2 394 372 403
ScZCZ4B_2870.g9887 0 0 4 9 11 10
ScZCZ4B_2870.g9888 10 11 1 20 20 20
ScZCZ4B_2870.g9889 4170 3023 5395 523 330 445
ScZCZ4B_2870.g9890 11784 9864 15826 1181 596 941
ScZCZ4B_2870.g9891 49 47 58 50 40 44
ScZCZ4B_2870.g9892 1 0 0 0 0 1
ScZCZ4B_2870.g9893 0 0 0 0 0 0
ScZCZ4B_2870.g9894 62 51 59 44 38 31
ScZCZ4B_2870.g9895 0 0 0 0 0 0
ScZCZ4B_2870.g9896 0 0 0 2 8 5
ScZCZ4B_2870.g9897 2 0 0 108 112 103
ScZCZ4B_2870.g9898 2 3 4 1 3 2
ScZCZ4B_2870.g9899 174 169 199 363 310 330
ScZCZ4B_2870.g9900 559 506 557 723 601 621
ScZCZ4B_2870.g9901 180 186 213 312 297 330
ScZCZ4B_2870.g9902 91 91 128 196 142 210
ScZCZ4B_2870.g9903 2248 2217 2798 3169 2538 2822
ScZCZ4B_2870.g9904 11 10 3 7 21 12
ScZCZ4B_2870.g9905 0 0 1 0 0 1
ScZCZ4B_2870.g9906 8 13 6 3 5 10
ScZCZ4B_2870.g9907 14 18 16 20 25 25
ScZCZ4B_2870.g9908 24 51 34 21 16 13
ScZCZ4B_2870.g9909 74 88 123 76 71 100
ScZCZ4B_2870.g9910 224 182 175 297 277 276
ScZCZ4B_2870.g9911 2754 2186 2937 24 15 16
ScZCZ4B_2870.g9912 0 0 2 7 8 4
ScZCZ4B_2870.g9913 11 11 10 16 9 15
ScZCZ4B_2870.g9914 8 0 1 78 295 213
ScZCZ4B_2870.g9915 0 0 0 7 16 19
ScZCZ4B_2870.g9916 0 0 0 1 0 0
ScZCZ4B_2870.g9917 14 12 22 14 21 14
ScZCZ4B_2870.g9918 457 420 764 51 309 256
ScZCZ4B_2870.g9919 29 23 33 138 118 121
ScZCZ4B_2870.g9920 30 22 43 35 42 28
ScZCZ4B_2870.g9921 1 0 4 53 44 46
ScZCZ4B_2870.g9922 566 600 625 683 694 421
ScZCZ4B_2870.g9923 303 197 550 270 166 281
ScZCZ4B_2870.g9924 855 900 973 1442 1395 1000
ScZCZ4B_2870.g9925 15 8 24 64 56 76
ScZCZ4B_2870.g9926 13 12 29 69 57 98
ScZCZ4B_2870.g9927 0 1 0 1 5 1
ScZCZ4B_2870.g9928 2 8 11 68 68 96
ScZCZ4B_2870.g9929 48 50 62 34 39 52
ScZCZ4B_2870.g9930 23828 28488 36707 312 253 270
ScZCZ4B_2870.g9931 540 456 646 1136 857 1184
ScZCZ4B_2870.g9932 2 5 1 459 119 133
